facility_name,specialty,procedures,equipment,capability,is_suspicious,suspicion_reason,unique_id
"Baiden Ghartey Hospital, Pedu",pediatrics,['immunizations'],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,48296943-535f-4e7a-ae7e-be4dcb99f388
Banda Ahenkro Rural Clinic,internalMedicine,[],[],['Operates as a hospital'],False,,c4ea5289-be09-4e9a-8ba8-034ec9e9db3e
Banhart Specialist Hospital,generalSurgery,"['24/7 emergency service', 'Extensive laboratory services', 'Maternity (antenatal and postnatal care)', 'Neurosurgery service', 'Physiotherapy service', 'Surgical specialties including Specialist Obstetrics and Gynecology, General Surgery, Plastic Surgery, Neurosurgery, Orthopedic and Trauma, Urology, Ophthalmology, Dental Services, and ENT', 'Medical specialties including Family medicine, Physician, Cardiology, Gastroenterology, Neurology, Nephrology, Pulmonology, Endocrinology, Diet therapy, and Pediatrics']",[],"['24/7 emergency service', 'Extensive laboratory services', 'Pharmacy on site', 'Maternity (antenatal and postnatal care)', 'Neurosurgery service', 'Physiotherapy service', 'Surgical specialties including Specialist Obstetrics and Gynecology, General Surgery, Plastic Surgery, Neurosurgery, Orthopedic and Trauma, Urology, Ophthalmology, Dental Services, and ENT']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,91634498-c17d-4848-8f86-c63f10d36a5e
Baptist Medical Centre,internalMedicine,['Offers dialysis'],[],"['300+ bed hospital', 'Surgical department supported by visiting general surgeon Dr. Lisa Mohrman']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,73988ca3-c055-49ce-a735-14f6ef548ba2
Barnor Memorial Hospital,familyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,17780ce8-96aa-42d5-b1ba-5a6d019d3388
Bart-Plange Memorial Clinic,internalMedicine,[],[],[],False,,4faeeba6-9719-411a-b3da-365f490dada6
Battor Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,29ead5b3-1452-4962-acc9-4c8c2ea2b54b
Battor Catholic Hospital,internalMedicine,[],[],"['Open 24 hours daily (Monday–Sunday)', 'NHIS-accredited primary hospital', 'Mission primary hospital in Battor via Sogakofe, Volta Region, Ghana']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ed10ae3d-5d83-4641-8012-85c3ca108824
Beaver Dental,dentistry,[],[],[],False,,7296b6fb-d6c8-46e3-b56f-f2d5ed6438e8
Beaver Medical,internalMedicine,['Offers dialysis'],[],[],False,,1d0ee1ff-f69e-46da-b58d-6a3158d9d6b5
Bechem Government Hospital,internalMedicine,[],[],"['Bechem Government Hospital has a bed capacity of 155.', 'Operates as a district (secondary) hospital within the Ghana Health Service in the Tano South District, Ahafo Region.', 'Not-for-profit facility.', 'Serves as a referral hospital for all sub-district health facilities.', 'Average daily attendance is around 366 patients.', 'Contracted NHIA provider for the Tano South District Health Insurance Scheme (TSDHIS).', 'Provides 24-hour service.', 'Originally established as a Maternity Home in 1950 and handed over to the Ministry of Health on 1 July 1978 as a Health Centre; presently operating as a District (Secondary) Hospital.']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,3542d041-63bb-442f-895d-6d56953dbb36
Bechem Government Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,aa071b04-f208-45cc-8f6a-29acabbc2113
"Behind the Chief's Palace Abesim, Ghana",internalMedicine,"['HIV Testing and Counseling', 'Community Outreach', 'Stigma Reduction', 'Hospice / Home Based Care', 'Global health', 'Public health']",[],"['HIV, AIDS, PMTCT, Behavior Change Communication']",False,,94d49a27-1926-44ec-9cbe-2e254900df6b
Bemuah Royal Hospital,emergencyMedicine,"['24/7 emergency department and 24/7 emergency medicine services', 'Outpatient, inpatient, emergency medicine and critical care services available']","['On-site laboratory', 'X-ray', 'ultrasound services']","['24/7 emergency department and 24/7 emergency medicine services', '30-bed inpatient department with 5 ICU beds, 2 resuscitation beds, and 2 observation beds', 'First Intensive Care Unit in a private hospital in the country', '7-bed Intensive Care Unit (ICU) completed', 'Ambulances on standby 24 hours a day']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,109cae44-ddb0-4a05-a9bc-9b1538a87ad5
Bengali Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c32018eb-1127-4411-8233-33d5ade42aab
Bengali Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,741ba597-d3fe-4519-a7b9-820a7a90f920
Benso Health Centre - Ghana,familyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b91bcee7-b995-4770-9dbf-69a9d2a9a805
Berekum Holy Family Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,07bcacfc-bb6b-4407-b3cd-a67eac92823b
Best Care Natural Clinic,internalMedicine,[],[],[],False,,56f2e3db-8ed3-4f42-8f3e-761f0e850d49
BestSmile Dental Clinic,dentistry,['dental services'],[],[],False,,3e9284d6-3454-4ad0-8a59-f87cdcb8d261
Beulah Land International Hospital,internalMedicine,"['General Practice', 'Pharmacy', 'Pediatrics', 'Obstetrics/Gynecology', 'Dietetics', 'Radiology', 'Cardiology', 'Urology', 'Laboratory/Hematology']",['Radiology'],"['Operating Rooms', 'waiting areas']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,13bfd31c-29a4-490f-bbbf-028d92dff234
Bibiani Municipal Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,70816bee-5bee-48b9-a90a-e509de2ac5bf
Bimbilla Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b0a558a3-9e01-4c9d-8f75-c1b99c0e1bb6
Blackwood Optometry,ophthalmology,[],[],[],False,,cf65d854-c79e-4d96-ab42-07e5c4c1ea07
Blessings Clinic,internalMedicine,[],[],[],False,,dfa9833f-2d9d-4906-b767-03968907a3ec
Blueprint DNA Organization,familyMedicine,"['Paternity testing', 'DNA testing']",[],"['Paternity testing and DNA testing services nationwide and overseas', 'Advocacy and education on genetic and relationship testing']",False,,3efe4c64-9304-452b-aab5-0297f2fa36a6
Boafo Yena Clinic,familyMedicine,[],[],[],False,,033207c6-18be-47a7-8acf-e8052dc62ac4
Bodi Anglican Clinic - Ghana,familyMedicine,[],[],[],False,,adb079ad-81f9-4266-b7b0-bbc1c0fed955
Boinzan Anglican Clinic,generalSurgery,['Offers general health services.'],[],['Is NHIS-accredited.'],False,,7ad8d7cb-153a-4c2a-81bb-c8fcf646cfc2
Bole Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c58a4b6f-a843-44dd-9951-cbb61c5952ba
Br. Tarcisius Prosthetics & Orthotics Training College,familyMedicine,[],[],[],False,,9a4682a6-ddfc-4d04-8a40-22a1118f6c78
Bre Nye Kwa Hospital,internalMedicine,['Offers comprehensive healthcare services for local communities.'],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,791f5eb0-8db0-4bf3-857e-300ebd61e00c
Breast Care International,internalMedicine,[],[],[],False,,62e4a0a1-2e47-4f08-b850-1f6cc41c3403
Brebre CHPS,familyMedicine,[],[],['government CHPS'],False,,98d70a38-2641-4cfb-a364-3101779e1926
Bromley Park Dental Clinic,dentistry,"['Restorative Dentistry', 'General Dentistry', 'Teeth whitening', 'Implants', 'Braces']",[],[],False,,48a7e90e-387e-4e8b-9f7e-590912cfa655
"Bromley Park Dental Clinic - 49 Blohum Road, Dzorwulu Inside Studio 7 Beauty Lounge Compound",dentistry,"['dental checkups', 'whitening', 'braces', 'implants', 'fillings']",[],"['Offers dental checkups, whitening, braces, implants, and fillings']",False,,e693078f-b258-4d45-8782-53411b3aca8e
"Brong Ahafo Regional Hospital, Sunyani",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,3cd0d4de-b7f0-45f9-ad28-30d43107e000
Bryant Mission Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,cf46f1d0-ef4a-4fdd-aa00-0d37ada49335
Buck Hospital & Fertility Center,generalSurgery,"['General Practice', 'Obstetrics & Gynecology', 'Fertility Clinic', 'Surgery', 'Paediatrics']",[],"['General Practice', 'Obstetrics & Gynecology', 'Fertility Clinic', 'Surgery', 'Paediatrics']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,938a4d11-08a1-445e-b3e9-771bcec62cd4
Busybitesdentalgh,dentistry,['clear aligners'],[],[],False,,20e6b0bd-cae8-4c17-b3d3-c5810837fa93
C.H.I.L.D. & Associates,pediatrics,[],[],['pediatric and public health centre'],False,,637a0a14-4b1a-4b8e-8210-7f7986ca0797
C&J Medicare Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ebefb690-30bf-4e17-9f34-1de8849b0716
CAMFAP Maternity Clinic,gynecologyAndObstetrics,[],[],[],False,,b827ef17-e975-4d12-ae37-f86533e54c31
Cape Coast Metropolitan Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,2353e3b9-a809-4062-9481-05305d49a679
Cape Coast Teaching Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,762744b4-d3d8-4be3-8971-fc8d2359fa55
Care360 Medical Centre,generalSurgery,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d184aec3-12db-45ef-96db-b193428b09a5
Carelinx Home Healthcare Agency,familyMedicine,[],[],[],False,,e6a150ba-f610-41a3-90c8-4f0c010ce132
Cathedral Herbal & Fertility Clinic,familyMedicine,[],[],[],False,,35cf049f-2029-45fc-ad9d-430843a66a27
"Catholic Health Service Trust, Ghana",familyMedicine,[],[],[],False,,172b010a-4308-4dd1-b673-a86003f78f17
Catholic Hospital Battor,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,69485917-5cb7-4064-b6e1-01828d701f44
Catholic Hospital Battor,internalMedicine,[],[],"['Visiting urologist scheduled February 1-16, 2025']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5c26219e-64e0-461d-9887-1341eadf6c8a
"Catholic Hospital, Anfoega",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d7986da3-bd8a-4791-895a-3ed5899519e9
"Center for Cosmetic Surgery, Ghana",generalSurgery,"['Laser Liposuction(SmartLipo)', 'Tummy Tuck', 'Breast Lift', 'Natural Breast Augmentation', 'Botox', 'Juvederm', 'Restylane', 'Radiesse', 'Vampire Facelift', 'Laser Varicose Vein Closure']",[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,4b0410ba-7453-45ff-aef8-a1749d9e87ba
Central Dansoman Clinic,familyMedicine,"['On-site laboratory facilities for investigations', 'On-site radiology services including ultrasound and ECG', 'Telemedicine services available', 'Specialist clinics in Internal Medicine, Surgery, Gynecology, Cardiology, Dermatology', 'Free breast screening program available by appointment until the end of the year', 'COVID-19 vaccination available']","['On-site laboratory facilities for investigations', 'On-site radiology services including ultrasound and ECG', 'On-site pharmacy']","['On-site laboratory facilities for investigations', 'On-site radiology services including ultrasound and ECG', 'On-site pharmacy']",False,,45180d4c-7d9f-4bba-aae2-17b1e96397fa
Central Dansoman Clinic,internalMedicine,[],[],[],False,,46da2023-b52a-4cb5-8466-6ae671361856
Central Regional Police Clinic,familyMedicine,[],[],[],False,,3cad5748-41d1-46bf-a627-7f61494c8cb3
Centre for Plant Medicine Research,internalMedicine,[],[],[],False,,ffe520ae-bd91-4013-84cc-77d807062ccc
Certa Medical Diagnostics,familyMedicine,['ultrasound scans'],[],[],False,,e27df41b-0edb-470d-8bec-f32bc86bee08
CHAG,internalMedicine,[],[],[],False,,32eab73c-f4ae-4d04-8a7e-9b216eb6f4e1
Cheerful Hearts Foundation,internalMedicine,[],[],[],False,,3744391b-51fc-4dad-be4c-2057394fce1d
Cheerful Hearts Foundation,familyMedicine,[],[],[],False,,2d9be883-cf91-474e-804e-49b7959e82ea
"Children’s Hospital, Okomfo Anokye Road, Kumasi, Ghana",pediatrics,"['24-hour healthcare services', 'Physiotherapy Unit']",[],"['Established by the Government of the Gold Coast in 1910.', 'Also known as C.W.C or Kwashiorkor clinic.', 'Provides 24-hour healthcare services.', 'Has a Physiotherapy Unit.']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,f1da1cd9-b5cd-4b09-8924-b14f5d97bf34
Chirano Health Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d23ba8e3-87dc-4bd2-9ad5-3c27e4090ccf
Chrispod Hospital & Diagnostic Center,generalSurgery,"['24/7 emergency department', 'NHIS accreditation', 'Offers on-site Diagnostic Unit and Radiography Unit', 'On-site Laboratories and CHDC Pharmaceutical Care', 'Obstetrician & Gynecologist Dr Paul Adomako provides 24-hour service']","['MRI', 'CT', 'X-ray', 'mammography']","['24/7 emergency department', 'NHIS accreditation', 'Has 120-bed capacity general hospital', 'Offers on-site Diagnostic Unit and Radiography Unit', 'On-site Laboratories and CHDC Pharmaceutical Care']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1746d914-9aef-44e4-bf3f-584d90a3c8b8
Chrispod Hospital & Diagnostic Centre,internalMedicine,[],[],"['Operates 24 hours daily as a private health care facility', 'Serves the Dome area and its environs', 'Categorized as a primary health hospital']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,646791cd-547e-4b07-bfc9-6eb124b57540
